"","Viv1","Viv2","Viv3","Hfd1","Hfd2","Hfd3"
"ENSMUSG00000000563",5002,3437,4065,3738,3821,3910
"ENSMUSG00000000561",591,340,397,368,468,425
"ENSMUSG00000074340",4,5,4,1,2,5
"ENSMUSG00000010136",0,0,0,0,0,0
"ENSMUSG00000043873",0,0,0,0,0,0
"ENSMUSG00000092072",223,138,188,165,161,211
"ENSMUSG00000062778",0,0,0,0,0,0
"ENSMUSG00000040809",1,1,1,5,16,1
"ENSMUSG00000063779",1,0,0,1,0,0
"ENSMUSG00000027902",0,2,0,0,0,0
"ENSMUSG00000091575",1,1,0,2,0,4
"ENSMUSG00000027901",250,128,128,237,201,237
"ENSMUSG00000040774",2161,1502,1559,1471,1643,1864
"ENSMUSG00000027900",2079,1370,1454,1737,1438,1716
"ENSMUSG00000056260",236,162,175,178,169,210
"ENSMUSG00000040747",215,172,176,253,194,226
"ENSMUSG00000043529",0,0,0,0,0,0
"ENSMUSG00000047959",1,0,1,2,0,2
"ENSMUSG00000056145",2,3,2,0,4,2
"ENSMUSG00000050179",0,0,0,0,0,0
"ENSMUSG00000040724",20,15,33,15,4,33
"ENSMUSG00000042861",0,0,0,0,0,0
"ENSMUSG00000046213",3,0,0,1,1,0
"ENSMUSG00000070368",16,3,7,1,1,3
"ENSMUSG00000087260",329,276,293,255,263,251
"ENSMUSG00000027896",20,7,19,5,9,12
"ENSMUSG00000048109",246,128,239,158,180,184
"ENSMUSG00000084640",0,0,0,0,0,0
"ENSMUSG00000027895",0,0,0,0,0,0
"ENSMUSG00000027894",0,0,0,0,0,0
"ENSMUSG00000055891",0,0,0,0,0,0
"ENSMUSG00000092379",0,0,0,0,0,0
"ENSMUSG00000014603",0,0,0,0,0,0
"ENSMUSG00000014601",449,268,335,320,414,330
"ENSMUSG00000078604",0,0,0,0,0,0
"ENSMUSG00000027893",2823,1621,2440,2191,2106,2408
"ENSMUSG00000014599",125,74,88,135,151,155
"ENSMUSG00000040600",0,0,0,0,0,0
"ENSMUSG00000086968",58,29,34,67,51,82
"ENSMUSG00000004032",171,129,185,200,219,210
"ENSMUSG00000082720",0,0,0,0,0,0
"ENSMUSG00000004035",1992,1151,1558,1033,1197,1167
"ENSMUSG00000068762",3108,2029,2180,1430,1327,1540
"ENSMUSG00000004038",1834,1325,1574,3226,1072,1916
"ENSMUSG00000089664",84,28,29,12,12,32
"ENSMUSG00000049231",28,15,14,15,18,20
"ENSMUSG00000040562",1207,710,1152,1596,940,1500
"ENSMUSG00000058135",24068,18071,16480,25236,16184,23403
"ENSMUSG00000087357",7,1,4,3,3,4
"ENSMUSG00000083627",0,1,2,0,0,1
"ENSMUSG00000081688",15,4,15,17,7,21
"ENSMUSG00000064569",0,0,0,0,0,0
"ENSMUSG00000027890",1810,1399,1549,1496,1047,1274
"ENSMUSG00000027889",721,371,479,502,726,544
"ENSMUSG00000056411",17,12,10,16,13,11
"ENSMUSG00000009108",17,25,26,8,9,18
"ENSMUSG00000000001",3092,1808,2595,2333,2457,2576
"ENSMUSG00000046793",1,0,0,0,0,0
"ENSMUSG00000085318",0,0,0,0,0,0
"ENSMUSG00000050947",251,201,232,102,173,157
"ENSMUSG00000048796",171,90,170,134,142,185
"ENSMUSG00000048997",34,19,21,19,26,32
"ENSMUSG00000027887",2,0,0,0,1,1
"ENSMUSG00000083462",9,7,11,10,5,6
"ENSMUSG00000085102",0,0,0,0,0,0
"ENSMUSG00000068749",467,301,347,286,314,323
"ENSMUSG00000084863",0,0,0,0,0,0
"ENSMUSG00000068747",569,321,524,313,167,241
"ENSMUSG00000078601",0,0,0,0,0,0
"ENSMUSG00000068745",0,0,0,0,0,0
"ENSMUSG00000074281",0,1,0,0,0,0
"ENSMUSG00000068744",3,1,1,16,8,17
"ENSMUSG00000068740",19,4,11,6,5,3
"ENSMUSG00000068739",1213,806,1105,1059,1493,1225
"ENSMUSG00000089188",0,0,0,0,0,0
"ENSMUSG00000040412",16,8,9,50,32,41
"ENSMUSG00000080673",0,0,0,0,0,0
"ENSMUSG00000027886",0,0,0,0,0,0
"ENSMUSG00000088185",9,6,7,2,7,4
"ENSMUSG00000068732",1070,633,975,784,784,936
"ENSMUSG00000092718",0,0,0,0,0,0
"ENSMUSG00000048100",241,141,202,144,190,191
"ENSMUSG00000040389",37,19,35,29,34,33
"ENSMUSG00000081499",3,4,2,0,1,2
"ENSMUSG00000027884",1191,773,1117,664,863,817
"ENSMUSG00000027883",411,253,350,345,353,313
"ENSMUSG00000049565",0,0,0,0,0,0
"ENSMUSG00000027882",528,377,462,442,464,526
"ENSMUSG00000045326",4,3,1,0,4,6
"ENSMUSG00000027881",841,582,700,560,652,679
"ENSMUSG00000085220",0,0,0,0,0,0
"ENSMUSG00000051638",0,0,0,0,0,0
"ENSMUSG00000045662",1,0,1,0,0,0
"ENSMUSG00000040339",84,68,64,84,91,103
"ENSMUSG00000027880",0,0,0,0,0,0
"ENSMUSG00000040322",43,25,33,59,54,57
"ENSMUSG00000083717",0,0,0,0,0,0
"ENSMUSG00000033721",26,25,28,37,22,39
"ENSMUSG00000059857",0,0,0,0,0,0
"ENSMUSG00000065872",0,0,0,0,0,0
"ENSMUSG00000082624",13,11,7,14,11,3
"ENSMUSG00000050836",0,0,0,0,0,0
"ENSMUSG00000049300",122,76,119,105,116,109
"ENSMUSG00000077253",0,0,0,0,0,0
"ENSMUSG00000089017",0,0,0,0,0,0
"ENSMUSG00000045952",11,7,6,15,8,7
"ENSMUSG00000083079",99,66,113,53,72,76
"ENSMUSG00000081506",0,0,0,0,0,1
"ENSMUSG00000074268",18,10,14,4,18,10
"ENSMUSG00000074267",14,12,11,6,12,24
"ENSMUSG00000074266",6,2,9,5,10,7
"ENSMUSG00000079850",13,2,7,8,9,7
"ENSMUSG00000070360",0,0,0,0,0,0
"ENSMUSG00000074264",8804,5501,7103,5558,6698,7270
"ENSMUSG00000027981",271,191,233,198,187,211
"ENSMUSG00000027966",0,0,0,0,0,0
"ENSMUSG00000077410",0,0,0,0,0,0
"ENSMUSG00000027965",145,74,90,237,165,252
"ENSMUSG00000088346",0,0,0,0,0,0
"ENSMUSG00000080676",0,0,0,0,0,0
"ENSMUSG00000045092",1774,972,1394,863,1088,986
"ENSMUSG00000052769",3,1,2,0,5,2
"ENSMUSG00000054426",52,37,45,30,45,41
"ENSMUSG00000033554",143,114,146,132,132,104
"ENSMUSG00000054414",714,362,565,548,477,613
"ENSMUSG00000089261",0,0,0,0,0,0
"ENSMUSG00000027963",202,116,210,205,195,210
"ENSMUSG00000077741",0,0,0,0,0,0
"ENSMUSG00000027962",197,242,364,594,550,609
"ENSMUSG00000091298",0,0,0,0,0,1
"ENSMUSG00000068696",0,0,0,0,0,0
"ENSMUSG00000033502",36,25,21,53,34,38
"ENSMUSG00000089060",0,0,0,0,0,0
"ENSMUSG00000088840",0,0,0,0,0,0
"ENSMUSG00000000339",153,94,142,127,126,103
"ENSMUSG00000090721",8,1,7,0,5,2
"ENSMUSG00000000340",3022,1778,2320,1078,1229,1518
"ENSMUSG00000082394",76,60,83,63,69,70
"ENSMUSG00000034437",122,80,44,54,80,74
"ENSMUSG00000027961",15,13,14,98,66,87
"ENSMUSG00000033439",48,35,20,28,35,44
"ENSMUSG00000027959",41,28,23,31,16,40
"ENSMUSG00000089911",941,568,788,631,575,693
"ENSMUSG00000027957",1995,1171,1481,1662,1301,1901
"ENSMUSG00000033400",1433,850,1090,1419,1353,1572
"ENSMUSG00000033386",268,151,332,338,285,351
"ENSMUSG00000033377",632,493,516,655,636,710
"ENSMUSG00000080907",1,0,0,1,1,1
"ENSMUSG00000028009",7,5,4,6,7,6
"ENSMUSG00000044667",0,0,0,0,0,0
"ENSMUSG00000092666",0,0,0,0,0,0
"ENSMUSG00000033342",6,8,11,17,7,12
"ENSMUSG00000028007",632,353,438,517,447,507
"ENSMUSG00000093054",0,0,0,0,0,0
"ENSMUSG00000065569",1,0,0,0,0,0
"ENSMUSG00000093000",0,0,0,0,0,0
"ENSMUSG00000033308",14765,8677,15580,8421,8410,9489
"ENSMUSG00000089572",0,0,0,0,0,0
"ENSMUSG00000087806",0,0,0,0,0,0
"ENSMUSG00000028134",171,176,158,162,171,162
"ENSMUSG00000080351",0,0,0,0,0,0
"ENSMUSG00000080483",0,0,0,0,0,0
"ENSMUSG00000088839",0,0,0,0,0,0
"ENSMUSG00000065684",0,0,0,0,0,0
"ENSMUSG00000089027",0,0,0,0,0,0
"ENSMUSG00000028133",111,86,73,95,110,133
"ENSMUSG00000028132",8172,5398,6548,8083,6444,10785
"ENSMUSG00000093177",0,0,0,0,0,0
"ENSMUSG00000039887",320,238,284,269,278,333
"ENSMUSG00000084674",0,0,0,0,0,0
"ENSMUSG00000053931",1921,1414,1838,1300,1491,1473
"ENSMUSG00000039865",180,79,133,235,160,184
"ENSMUSG00000086471",50,16,23,47,37,33
"ENSMUSG00000044522",1,0,0,0,0,0
"ENSMUSG00000074248",0,0,0,0,0,0
"ENSMUSG00000028128",24,19,64,42,28,43
"ENSMUSG00000028127",16899,10841,11569,14412,12402,14392
"ENSMUSG00000091716",0,0,0,1,0,0
"ENSMUSG00000039831",1735,1054,1303,1114,974,1419
"ENSMUSG00000028125",3,0,2,2,0,1
"ENSMUSG00000084912",0,0,0,0,0,0
"ENSMUSG00000078592",424,273,365,667,708,548
"ENSMUSG00000092934",0,0,0,0,0,0
"ENSMUSG00000028124",6206,4445,5247,4868,4548,5684
"ENSMUSG00000093392",64,35,46,43,42,33
"ENSMUSG00000057359",72,46,47,37,44,56
"ENSMUSG00000039756",654,440,598,464,530,476
"ENSMUSG00000076456",0,0,0,0,0,0
"ENSMUSG00000028121",1136,710,1163,788,944,936
"ENSMUSG00000087743",0,0,0,0,0,0
"ENSMUSG00000039735",771,397,576,519,491,641
"ENSMUSG00000053965",32,20,23,52,27,41
"ENSMUSG00000091611",20,13,16,8,9,13
"ENSMUSG00000086397",7,2,6,0,4,6
"ENSMUSG00000023057",2232,1278,1220,3413,3531,4025
"ENSMUSG00000078590",0,0,0,0,0,0
"ENSMUSG00000054091",253,152,151,201,227,211
"ENSMUSG00000039701",148,80,133,99,108,162
"ENSMUSG00000028116",0,0,0,0,0,0
"ENSMUSG00000076949",0,0,0,0,0,0
"ENSMUSG00000050315",11,5,6,8,8,11
"ENSMUSG00000039234",2187,944,1460,1553,1818,1914
"ENSMUSG00000028114",138,89,129,104,113,132
"ENSMUSG00000080545",0,0,0,0,0,0
"ENSMUSG00000027978",1,2,1,4,0,0
"ENSMUSG00000092730",4,2,2,4,7,3
"ENSMUSG00000027977",0,0,0,0,1,0
"ENSMUSG00000065132",0,0,0,0,0,0
"ENSMUSG00000080842",8,1,4,6,3,2
"ENSMUSG00000081939",0,0,0,0,0,0
"ENSMUSG00000090474",0,0,1,0,0,0
"ENSMUSG00000044528",0,0,0,0,0,0
"ENSMUSG00000027973",0,0,0,0,0,0
"ENSMUSG00000064915",0,0,0,0,0,0
"ENSMUSG00000077726",0,0,0,0,0,0
"ENSMUSG00000039174",0,0,0,0,0,0
"ENSMUSG00000088099",0,0,0,0,0,0
"ENSMUSG00000027971",0,0,0,0,0,0
"ENSMUSG00000032854",4,4,4,5,3,7
"ENSMUSG00000087726",0,0,0,0,0,0
"ENSMUSG00000046561",0,0,0,0,0,0
"ENSMUSG00000090427",0,0,0,0,0,0
"ENSMUSG00000053819",234,124,129,199,190,198
"ENSMUSG00000086679",0,0,2,2,0,0
"ENSMUSG00000032826",48,18,36,41,30,36
"ENSMUSG00000077617",2,0,1,1,2,4
"ENSMUSG00000087227",0,0,0,0,0,0
"ENSMUSG00000078164",0,0,0,0,0,0
"ENSMUSG00000027968",183,125,127,147,184,165
"ENSMUSG00000076252",0,0,0,0,0,0
"ENSMUSG00000065482",0,0,0,0,0,0
"ENSMUSG00000065552",0,0,0,0,0,0
"ENSMUSG00000065447",0,0,0,0,0,0
"ENSMUSG00000065413",1,0,0,0,0,0
"ENSMUSG00000051278",13,6,5,17,8,18
"ENSMUSG00000027967",0,0,0,0,0,0
"ENSMUSG00000028028",36,26,41,35,38,38
"ENSMUSG00000089988",356,262,309,243,270,307
"ENSMUSG00000088537",0,0,0,0,0,0
"ENSMUSG00000046688",268,352,527,233,237,283
"ENSMUSG00000074238",665,436,540,510,524,633
"ENSMUSG00000050549",70,37,73,64,57,66
"ENSMUSG00000074237",0,0,0,0,0,0
"ENSMUSG00000065248",0,0,0,0,0,0
"ENSMUSG00000074236",31,19,16,18,18,15
"ENSMUSG00000028023",0,0,0,0,0,0
"ENSMUSG00000028024",2260,1455,1899,2237,2317,2354
"ENSMUSG00000041220",2173,817,1096,7685,4224,5029
"ENSMUSG00000028017",15,6,7,8,3,7
"ENSMUSG00000092701",0,0,0,0,0,0
"ENSMUSG00000028012",0,0,0,0,0,0
"ENSMUSG00000028010",73,63,74,68,76,71
"ENSMUSG00000058952",15172,9737,13913,10612,11814,10555
"ENSMUSG00000027999",317,265,396,239,212,243
"ENSMUSG00000027997",532,385,599,409,352,502
"ENSMUSG00000027994",0,1,1,5,3,7
"ENSMUSG00000001052",583,340,540,430,422,527
"ENSMUSG00000063328",44,48,46,32,40,40
"ENSMUSG00000092017",0,0,0,0,0,0
"ENSMUSG00000058897",23,5,14,2,1,3
"ENSMUSG00000065788",0,0,0,0,0,0
"ENSMUSG00000019232",3808,2928,4143,1730,2936,2772
"ENSMUSG00000041084",1558,825,891,1034,1217,1058
"ENSMUSG00000062006",652,516,494,428,494,523
"ENSMUSG00000088522",0,0,0,0,0,0
"ENSMUSG00000092831",0,0,0,0,0,0
"ENSMUSG00000027985",2,2,2,3,2,2
"ENSMUSG00000027984",9590,6267,6549,10637,9893,9877
"ENSMUSG00000027983",346,160,247,178,353,212
"ENSMUSG00000091852",2,0,1,3,2,0
"ENSMUSG00000050931",1495,1138,1697,930,895,1190
"ENSMUSG00000092797",0,0,0,0,0,0
"ENSMUSG00000028032",193,92,113,199,201,182
"ENSMUSG00000087877",0,0,0,0,0,0
"ENSMUSG00000064992",0,0,0,0,0,0
"ENSMUSG00000028031",0,0,0,0,0,0
"ENSMUSG00000089510",0,0,0,0,0,0
"ENSMUSG00000091721",55,20,17,83,53,52
"ENSMUSG00000028029",663,446,552,478,582,524
"ENSMUSG00000028030",197,107,185,174,136,209
"ENSMUSG00000093048",0,0,0,0,0,0
"ENSMUSG00000087776",0,0,0,0,0,0
"ENSMUSG00000040998",37,13,18,64,62,93
"ENSMUSG00000089431",0,0,0,0,0,0
"ENSMUSG00000028018",155,84,86,100,91,112
"ENSMUSG00000028016",199,121,173,143,146,146
"ENSMUSG00000040969",0,0,0,0,0,0
"ENSMUSG00000028013",1208,731,1046,992,1010,1107
"ENSMUSG00000080506",0,0,0,0,0,0
"ENSMUSG00000040943",273,145,179,146,119,248
"ENSMUSG00000077336",0,0,0,0,0,0
"ENSMUSG00000091186",0,0,0,1,0,0
"ENSMUSG00000044365",5,3,3,5,9,11
"ENSMUSG00000092810",0,0,0,0,0,0
"ENSMUSG00000084564",0,0,0,0,0,0
"ENSMUSG00000084777",0,0,0,0,0,0
"ENSMUSG00000028172",0,0,0,0,0,1
"ENSMUSG00000076366",0,0,0,0,0,0
"ENSMUSG00000045328",8,3,8,31,15,20
"ENSMUSG00000028167",492,297,408,214,268,250
"ENSMUSG00000037994",0,6,2,1,3,2
"ENSMUSG00000050150",0,0,0,1,0,1
"ENSMUSG00000028165",927,654,838,715,732,837
"ENSMUSG00000090593",7,2,1,5,2,3
"ENSMUSG00000078578",3061,1922,2396,2270,2376,2515
"ENSMUSG00000028164",520,291,407,354,405,375
"ENSMUSG00000083045",0,0,0,0,0,0
"ENSMUSG00000083610",54,38,63,39,47,55
"ENSMUSG00000028163",634,388,603,525,536,489
"ENSMUSG00000045520",0,0,0,0,0,0
"ENSMUSG00000053897",974,680,804,738,783,951
"ENSMUSG00000091791",0,0,1,0,1,1
"ENSMUSG00000037922",58,37,70,59,66,45
"ENSMUSG00000028161",890,621,666,766,806,893
"ENSMUSG00000078574",0,0,0,0,0,0
"ENSMUSG00000065906",0,0,0,0,0,0
"ENSMUSG00000054690",92,73,79,95,106,85
"ENSMUSG00000055138",0,0,0,0,0,0
"ENSMUSG00000080330",0,0,0,0,0,0
"ENSMUSG00000046818",25,19,13,80,51,116
"ENSMUSG00000064460",0,0,0,0,0,0
"ENSMUSG00000037894",284,224,262,256,288,274
"ENSMUSG00000074212",860,414,632,578,527,725
"ENSMUSG00000081829",14,5,10,8,9,8
"ENSMUSG00000088932",0,0,0,0,0,0
"ENSMUSG00000091512",158,99,158,125,130,121
"ENSMUSG00000028159",28,16,25,35,34,36
"ENSMUSG00000049349",0,0,0,0,0,0
"ENSMUSG00000090066",3,1,2,1,3,3
"ENSMUSG00000028158",6980,4800,7301,8318,8456,8372
"ENSMUSG00000004127",138,76,113,93,108,102
"ENSMUSG00000012042",0,0,0,0,0,1
"ENSMUSG00000055301",517,315,346,220,262,327
"ENSMUSG00000074207",43806,32302,32454,38048,38250,38015
"ENSMUSG00000089635",29,19,27,18,24,42
"ENSMUSG00000053054",1,0,0,1,0,0
"ENSMUSG00000087752",0,0,0,0,0,0
"ENSMUSG00000074206",0,1,0,3,2,0
"ENSMUSG00000090306",1095,669,1087,251,403,267
"ENSMUSG00000037797",7038,3871,3661,1998,3039,3532
"ENSMUSG00000028138",12489,8404,9531,7839,8163,8123
"ENSMUSG00000005813",1034,582,844,646,725,678
"ENSMUSG00000028156",675,421,497,519,544,509
"ENSMUSG00000088373",1,0,0,0,0,1
"ENSMUSG00000028152",8,10,15,26,16,14
"ENSMUSG00000086123",17,20,24,16,26,16
"ENSMUSG00000028149",789,441,720,669,698,733
"ENSMUSG00000090801",0,0,0,0,0,0
"ENSMUSG00000047940",2,0,1,0,0,0
"ENSMUSG00000065675",0,0,0,0,0,0
"ENSMUSG00000047674",0,0,0,0,0,0
"ENSMUSG00000089737",0,0,0,0,0,0
"ENSMUSG00000059921",0,0,0,0,0,0
"ENSMUSG00000089924",0,0,0,0,0,0
"ENSMUSG00000052430",0,0,0,0,0,0
"ENSMUSG00000028273",1208,680,862,944,724,958
"ENSMUSG00000040264",27,18,29,44,43,34
"ENSMUSG00000040253",401,208,252,303,246,286
"ENSMUSG00000028268",188,102,121,197,183,172
"ENSMUSG00000028269",129,90,140,64,71,36
"ENSMUSG00000028270",129,77,89,207,231,122
"ENSMUSG00000040213",5653,3592,4500,3213,3627,4548
"ENSMUSG00000086561",31,25,8,7,13,12
"ENSMUSG00000028271",482,321,377,318,339,354
"ENSMUSG00000065130",0,0,0,0,0,0
"ENSMUSG00000004591",1252,835,1102,1050,809,1171
"ENSMUSG00000087795",2,0,0,0,0,0
"ENSMUSG00000090913",5,2,0,1,0,2
"ENSMUSG00000078162",56,37,53,95,102,93
"ENSMUSG00000088851",0,0,0,0,0,0
"ENSMUSG00000028266",259,178,182,160,236,232
"ENSMUSG00000040151",351,211,264,266,263,289
"ENSMUSG00000037072",5383,3664,4670,4013,4224,4508
"ENSMUSG00000064960",0,0,0,0,0,1
"ENSMUSG00000037062",1299,815,1160,1123,1039,1342
"ENSMUSG00000056025",86,51,58,132,128,143
"ENSMUSG00000028262",0,3,4,3,4,4
"ENSMUSG00000037033",1,1,0,0,0,1
"ENSMUSG00000089950",0,0,0,0,0,0
"ENSMUSG00000074196",0,0,0,0,0,0
"ENSMUSG00000074195",0,0,0,0,0,0
"ENSMUSG00000085773",0,0,0,0,0,0
"ENSMUSG00000068547",0,0,0,0,0,0
"ENSMUSG00000028255",0,0,0,0,0,0
"ENSMUSG00000036960",0,0,0,0,0,0
"ENSMUSG00000028256",198,104,145,129,126,148
"ENSMUSG00000028197",8,1,3,9,6,12
"ENSMUSG00000074182",200,146,135,122,188,174
"ENSMUSG00000028195",159,140,183,151,214,197
"ENSMUSG00000090771",3,1,1,3,1,2
"ENSMUSG00000028194",4886,2547,3436,3081,3101,4122
"ENSMUSG00000028191",225,163,237,244,255,270
"ENSMUSG00000036873",124,90,128,83,105,113
"ENSMUSG00000036863",131,83,236,135,149,159
"ENSMUSG00000043020",8,1,1,4,1,8
"ENSMUSG00000065937",0,0,0,0,0,0
"ENSMUSG00000036853",0,1,0,0,0,0
"ENSMUSG00000011008",0,5,4,8,5,6
"ENSMUSG00000036832",2,0,1,2,1,0
"ENSMUSG00000088218",0,0,0,0,0,0
"ENSMUSG00000077892",0,0,0,0,0,0
"ENSMUSG00000036825",240,133,208,201,228,213
"ENSMUSG00000028185",687,469,644,675,676,746
"ENSMUSG00000028189",256,134,249,274,200,249
"ENSMUSG00000028188",40,19,36,26,29,26
"ENSMUSG00000068523",451,383,436,353,351,388
"ENSMUSG00000028187",497,381,412,280,400,351
"ENSMUSG00000028186",48294,29581,46861,39091,46986,42629
"ENSMUSG00000085810",0,0,0,0,0,0
"ENSMUSG00000090202",0,0,0,0,0,0
"ENSMUSG00000048652",0,0,0,0,0,0
"ENSMUSG00000005034",1350,816,1195,1103,961,1271
"ENSMUSG00000070343",811,609,651,607,595,613
"ENSMUSG00000036745",52,23,36,49,43,67
"ENSMUSG00000077441",0,0,0,0,0,0
"ENSMUSG00000028184",1024,657,779,740,578,992
"ENSMUSG00000065270",0,0,0,0,0,0
"ENSMUSG00000053583",1,0,0,0,0,2
"ENSMUSG00000070342",1,0,0,0,0,0
"ENSMUSG00000089269",0,0,0,0,0,0
"ENSMUSG00000047676",1167,875,1003,642,877,739
"ENSMUSG00000092830",0,0,0,0,0,0
"ENSMUSG00000039167",475,305,473,472,428,552
"ENSMUSG00000065138",0,1,0,0,0,0
"ENSMUSG00000028037",112,44,52,150,114,85
"ENSMUSG00000039146",0,0,0,0,0,0
"ENSMUSG00000028036",2,0,1,16,5,11
"ENSMUSG00000087997",0,0,0,0,0,0
"ENSMUSG00000039131",3,2,1,20,9,20
"ENSMUSG00000084343",4,7,5,4,6,4
"ENSMUSG00000028035",1365,710,688,669,725,677
"ENSMUSG00000028034",708,589,601,466,488,506
"ENSMUSG00000039103",27,17,17,23,26,36
"ENSMUSG00000054942",28,29,24,56,45,64
"ENSMUSG00000025437",1116,644,975,753,725,786
"ENSMUSG00000039068",605,404,519,542,474,569
"ENSMUSG00000039058",1,1,0,0,1,0
"ENSMUSG00000085901",0,0,0,0,0,0
"ENSMUSG00000039047",935,619,755,907,816,824
"ENSMUSG00000090095",1,1,0,0,0,0
"ENSMUSG00000039037",0,0,0,0,0,0
"ENSMUSG00000090040",0,0,0,0,0,0
"ENSMUSG00000090017",0,0,0,0,0,0
"ENSMUSG00000090163",0,0,0,0,0,0
"ENSMUSG00000052544",14,6,17,8,4,20
"ENSMUSG00000089376",0,0,0,0,0,0
"ENSMUSG00000089237",0,0,0,0,0,0
"ENSMUSG00000058508",0,0,0,0,0,0
"ENSMUSG00000062046",0,0,0,1,0,0
"ENSMUSG00000077174",0,0,0,0,0,0
"ENSMUSG00000038997",0,0,0,0,0,0
"ENSMUSG00000086438",0,0,0,0,0,0
"ENSMUSG00000005493",0,0,0,0,0,0
"ENSMUSG00000088764",0,0,0,0,0,0
"ENSMUSG00000093463",0,0,0,0,0,0
"ENSMUSG00000038975",1082,736,923,667,668,725
"ENSMUSG00000064731",3,2,1,0,0,3
"ENSMUSG00000065738",3,3,1,2,1,3
"ENSMUSG00000065463",0,0,0,0,0,1
"ENSMUSG00000062908",9621,5742,6355,7566,6969,8038
"ENSMUSG00000028360",0,0,0,0,0,0
"ENSMUSG00000090114",23,12,24,24,25,25
"ENSMUSG00000093486",0,0,0,0,0,0
"ENSMUSG00000028201",0,0,0,0,0,0
"ENSMUSG00000093738",0,0,0,2,0,0
"ENSMUSG00000047583",37,15,35,27,34,28
"ENSMUSG00000028199",2839,1509,1968,3020,2660,3140
"ENSMUSG00000042943",0,0,1,0,0,0
"ENSMUSG00000092522",0,0,0,0,0,0
"ENSMUSG00000078161",5,2,2,2,0,1
"ENSMUSG00000040086",0,0,0,0,0,0
"ENSMUSG00000053870",440,288,418,354,272,382
"ENSMUSG00000064765",0,1,0,0,0,1
"ENSMUSG00000028182",42,23,28,30,30,32
"ENSMUSG00000065807",0,0,0,0,0,0
"ENSMUSG00000085084",0,0,0,0,1,0
"ENSMUSG00000040037",0,0,2,1,1,1
"ENSMUSG00000083122",1,0,1,1,0,1
"ENSMUSG00000086708",0,0,0,0,0,0
"ENSMUSG00000093095",0,0,0,0,0,0
"ENSMUSG00000054773",0,0,0,0,0,0
"ENSMUSG00000077581",0,0,0,0,0,0
"ENSMUSG00000065172",0,0,0,0,0,0
"ENSMUSG00000064510",0,0,0,0,0,0
"ENSMUSG00000064557",0,0,0,0,0,0
"ENSMUSG00000028180",1203,898,1006,936,1000,1109
"ENSMUSG00000065431",1,2,3,2,0,4
"ENSMUSG00000040016",0,0,0,3,6,5
"ENSMUSG00000028179",18591,12774,15180,4041,5422,5666
"ENSMUSG00000028177",5,6,4,0,0,3
"ENSMUSG00000039988",916,482,625,496,512,543
"ENSMUSG00000055436",1341,866,927,838,880,1159
"ENSMUSG00000063052",387,243,318,321,270,292
"ENSMUSG00000028176",0,0,0,0,0,0
"ENSMUSG00000028175",2,0,1,2,2,1
"ENSMUSG00000028174",0,0,0,0,0,0
"ENSMUSG00000028173",153,89,93,175,155,198
"ENSMUSG00000075903",0,0,0,0,0,0
"ENSMUSG00000081279",0,0,0,0,0,0
"ENSMUSG00000083742",0,0,0,0,0,0
"ENSMUSG00000078367",0,0,0,0,0,0
"ENSMUSG00000078366",0,0,0,0,0,0
"ENSMUSG00000085180",12,6,3,6,8,8
"ENSMUSG00000081165",2,0,4,1,1,4
"ENSMUSG00000083632",0,0,0,0,0,0
"ENSMUSG00000083489",0,0,0,0,0,0
"ENSMUSG00000081711",0,0,0,0,0,0
"ENSMUSG00000081660",27,21,40,19,38,27
"ENSMUSG00000092930",0,0,0,0,0,0
"ENSMUSG00000028232",214,168,215,175,165,194
"ENSMUSG00000028233",327,191,263,229,226,263
"ENSMUSG00000088790",0,0,0,0,0,0
"ENSMUSG00000085394",0,0,0,0,0,0
"ENSMUSG00000042228",605,434,678,526,576,518
"ENSMUSG00000091559",1,2,1,1,1,0
"ENSMUSG00000083186",9,15,13,10,16,7
"ENSMUSG00000077271",0,0,1,0,0,0
"ENSMUSG00000055216",1,1,0,2,0,1
"ENSMUSG00000028234",1483,1257,1566,883,970,1034
"ENSMUSG00000088351",0,0,0,0,0,0
"ENSMUSG00000077293",0,0,0,0,0,0
"ENSMUSG00000078365",0,0,0,0,0,0
"ENSMUSG00000003282",5,3,4,1,2,2
"ENSMUSG00000042198",255,182,206,171,217,189
"ENSMUSG00000068240",1619,1505,2057,961,914,964
"ENSMUSG00000082991",13,13,11,5,3,3
"ENSMUSG00000028236",0,0,0,0,0,0
"ENSMUSG00000071019",0,0,0,0,0,0
"ENSMUSG00000081190",0,0,0,0,0,0
"ENSMUSG00000045573",1,1,0,1,1,3
"ENSMUSG00000085996",0,0,0,0,0,0
"ENSMUSG00000085155",0,0,0,0,0,0
"ENSMUSG00000077444",0,0,0,0,0,0
"ENSMUSG00000066324",1605,809,1184,1393,1133,1594
"ENSMUSG00000083228",0,0,0,0,0,0
"ENSMUSG00000087099",0,0,0,0,0,0
"ENSMUSG00000084237",0,0,0,0,0,0
"ENSMUSG00000086066",0,0,0,0,0,0
"ENSMUSG00000049119",8,6,5,6,1,2
"ENSMUSG00000077392",0,0,0,0,0,0
"ENSMUSG00000083232",0,0,0,0,0,0
"ENSMUSG00000084360",0,0,0,0,0,0
"ENSMUSG00000028243",127,49,88,73,68,80
"ENSMUSG00000080961",1,0,0,1,0,0
"ENSMUSG00000028240",2011,510,410,1568,243,327
"ENSMUSG00000085295",19,13,25,19,16,11
