"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0098602",1.63624724735091e-07,1,174,626,"single organism cell adhesion","BP"
"04612",1.73725371994819e-07,0.99999996032876,30,57,"Antigen processing and presentation","KEGG"
"GO:0051239",2.236209147586e-07,1,487,2067,"regulation of multicellular organismal process","BP"
"GO:0048584",2.37818100463798e-07,1,346,1398,"positive regulation of response to stimulus","BP"
"GO:0048872",2.57617800687339e-07,1,83,247,"homeostasis of number of cells","BP"
"GO:0001817",2.59337098849723e-07,1,128,431,"regulation of cytokine production","BP"
"GO:0060548",2.75319303414087e-07,1,203,751,"negative regulation of cell death","BP"
"GO:0002250",2.868458576202e-07,1,87,267,"adaptive immune response","BP"
"GO:0043604",2.9297807606175e-07,1,178,594,"amide biosynthetic process","BP"
"GO:0008360",3.1468210010858e-07,0.999999895509628,43,106,"regulation of cell shape","BP"
"GO:0022407",3.42525716345869e-07,1,95,300,"regulation of cell-cell adhesion","BP"
"GO:0008283",3.57821006683404e-07,1,356,1448,"cell proliferation","BP"
"GO:0050778",4.8250529594396e-07,1,108,354,"positive regulation of immune response","BP"
"GO:0030098",5.04790312951806e-07,1,88,277,"lymphocyte differentiation","BP"
"GO:0051251",9.3892241187499e-07,0.999999576965391,68,198,"positive regulation of lymphocyte activation","BP"
"GO:0002449",1.13713558634939e-06,0.999999506996756,62,175,"lymphocyte mediated immunity","BP"
"GO:1904872",1.14707520830178e-06,0.999999934540665,12,15,"regulation of telomerase RNA localization to Cajal body","BP"
"GO:1904874",1.14707520830178e-06,0.999999934540665,12,15,"positive regulation of telomerase RNA localization to Cajal body","BP"
"GO:0098542",1.28350932984219e-06,0.999999535858224,113,363,"defense response to other organism","BP"
"GO:0008152",1.83607693708376e-06,0.999998634256566,1748,8181,"metabolic process","BP"
"GO:0043069",1.9078362920865e-06,0.99999900979228,186,689,"negative regulation of programmed cell death","BP"
"GO:0050864",1.94158139830282e-06,0.999999327741015,40,100,"regulation of B cell activation","BP"
"GO:0044763",1.98971320184353e-06,0.999998521546859,1834,8726,"single-organism cellular process","BP"
"GO:0042127",2.04757025821548e-06,0.999998870816406,295,1180,"regulation of cell proliferation","BP"
"04662",2.22915462903043e-06,0.999999337243264,32,74,"B cell receptor signaling pathway","KEGG"
"GO:0098609",2.25266087199357e-06,0.999998839457694,174,648,"cell-cell adhesion","BP"
"GO:0034112",2.36031448591567e-06,0.999999046681175,51,138,"positive regulation of homotypic cell-cell adhesion","BP"
"GO:0006518",2.44087091361311e-06,0.999998738010403,182,619,"peptide metabolic process","BP"
"04380",2.48401908768253e-06,0.99999911272513,41,105,"Osteoclast differentiation","KEGG"
"GO:0048522",2.4878004359064e-06,0.999998131737711,832,3753,"positive regulation of cellular process","BP"
"GO:0003823",2.62666614436062e-06,0.999999266242666,30,64,"antigen binding","MF"
"GO:0050793",2.69328227208193e-06,0.999998179212098,428,1819,"regulation of developmental process","BP"
"GO:0043066",3.13765540640006e-06,0.999998192085004,182,675,"negative regulation of apoptotic process","BP"
"GO:1903039",3.15084020741374e-06,0.999998710710591,51,139,"positive regulation of leukocyte cell-cell adhesion","BP"
"GO:0034101",3.36676293223318e-06,0.999998735071129,44,112,"erythrocyte homeostasis","BP"
"GO:0001906",3.4553663847498e-06,0.999998905101253,34,79,"cell killing","BP"
"GO:0030183",3.46442886077037e-06,0.999998822734409,37,92,"B cell differentiation","BP"
"GO:0090670",3.56441282228172e-06,0.999999730654728,12,16,"RNA localization to Cajal body","BP"
"GO:0090671",3.56441282228172e-06,0.999999730654728,12,16,"telomerase RNA localization to Cajal body","BP"
"GO:0090672",3.56441282228172e-06,0.999999730654728,12,16,"telomerase RNA localization","BP"
"GO:0008284",3.92709059907456e-06,0.999997743007808,175,653,"positive regulation of cell proliferation","BP"
"GO:0010033",4.25304461771056e-06,0.999997023751199,412,1753,"response to organic substance","BP"
"GO:0032271",4.94383914921543e-06,0.999997886050332,53,151,"regulation of protein polymerization","BP"
"GO:0034622",5.16863802062334e-06,0.999996967224838,198,703,"cellular macromolecular complex assembly","BP"
"GO:1902531",5.60455921981813e-06,0.999996220642218,288,1170,"regulation of intracellular signal transduction","BP"
"GO:0001909",5.76231052910427e-06,0.999998237031716,31,71,"leukocyte mediated cytotoxicity","BP"
"GO:0071840",6.50493219151587e-06,0.999994773627652,1047,4744,"cellular component organization or biogenesis","BP"
"GO:0065003",6.568655938659e-06,0.999995410746388,326,1280,"macromolecular complex assembly","BP"
"GO:0050870",6.57226703295897e-06,0.999997274057847,49,135,"positive regulation of T cell activation","BP"
"GO:0022610",7.02713221216504e-06,0.999995301903039,263,1067,"biological adhesion","BP"
"GO:0007165",7.33920650875076e-06,0.999994220365441,771,3496,"signal transduction","BP"
"GO:0030515",7.64818735820999e-06,0.999998891174181,16,25,"snoRNA binding","MF"
"GO:0072593",8.07043734081982e-06,0.999996121637131,66,196,"reactive oxygen species metabolic process","BP"
"GO:0030218",8.15773750918839e-06,0.999996961942481,40,102,"erythrocyte differentiation","BP"
"GO:0002460",8.18281377868659e-06,0.999996130871382,63,189,"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP"
"GO:0002768",9.43882209860016e-06,0.999996181141336,45,124,"immune response-regulating cell surface receptor signaling pathway","BP"
"GO:0006412",1.02031467498005e-05,0.999993920581552,154,514,"translation","BP"
"GO:0031497",1.04727476330181e-05,0.999995950799809,45,100,"chromatin assembly","BP"
"GO:0009966",1.11165852648067e-05,0.99999165183525,442,1905,"regulation of signal transduction","BP"
"GO:0007155",1.1886150493152e-05,0.999991753742993,260,1059,"cell adhesion","BP"
"GO:0040011",1.29262608405501e-05,0.99999087671854,292,1206,"locomotion","BP"
"GO:0002696",1.31068609534937e-05,0.999993545997569,71,222,"positive regulation of leukocyte activation","BP"
"GO:0043043",1.35116753512319e-05,0.999991661113942,157,529,"peptide biosynthetic process","BP"
"GO:0045087",1.58580435244897e-05,0.999990653002207,122,426,"innate immune response","BP"
"GO:0006334",1.63881042231815e-05,0.999993911869841,41,87,"nucleosome assembly","BP"
"GO:0006461",1.66829713803835e-05,0.999988205674169,274,1072,"protein complex assembly","BP"
"GO:0070271",1.66829713803835e-05,0.999988205674169,274,1072,"protein complex biogenesis","BP"
"GO:0044711",1.82290329799236e-05,0.999987091696775,273,1089,"single-organism biosynthetic process","BP"
"GO:0048870",1.91660894051936e-05,0.999986557069624,252,1027,"cell motility","BP"
"GO:0051674",1.91660894051936e-05,0.999986557069624,252,1027,"localization of cell","BP"
"GO:0050671",1.94605439697421e-05,0.999992474814732,39,103,"positive regulation of lymphocyte proliferation","BP"
"GO:0030835",2.19641415273618e-05,0.999995412830038,18,35,"negative regulation of actin filament depolymerization","BP"
"GO:0034660",2.20864324725231e-05,0.999987311100081,107,358,"ncRNA metabolic process","BP"
"GO:0006897",2.30827692026442e-05,0.99998636203472,117,426,"endocytosis","BP"
"GO:0050867",2.33005934766593e-05,0.999987996076464,73,233,"positive regulation of cell activation","BP"
"GO:0044093",2.40887501816113e-05,0.999982744709225,274,1124,"positive regulation of molecular function","BP"
"GO:0006333",2.51272084795928e-05,0.99998922646567,49,119,"chromatin assembly or disassembly","BP"
"GO:0002262",2.5687240931078e-05,0.999988770687561,48,134,"myeloid cell homeostasis","BP"
"GO:0035556",2.63772806831811e-05,0.999979898241641,421,1823,"intracellular signal transduction","BP"
"GO:0002237",2.75423318830721e-05,0.99998636213793,67,209,"response to molecule of bacterial origin","BP"
"GO:0070665",2.80345196530138e-05,0.999988765541043,40,108,"positive regulation of leukocyte proliferation","BP"
"GO:0016477",2.85194298103212e-05,0.999979966567595,235,957,"cell migration","BP"
"GO:0071704",2.90248713263511e-05,0.999975784016636,1621,7627,"organic substance metabolic process","BP"
"GO:0006446",2.96786794908574e-05,0.999991337691254,25,56,"regulation of translational initiation","BP"
"GO:0051270",3.01534809427452e-05,0.999980256773417,166,643,"regulation of cellular component movement","BP"
"GO:0032946",3.1342248808421e-05,0.999987532521186,39,105,"positive regulation of mononuclear cell proliferation","BP"
"GO:0032272",3.15272024638788e-05,0.999991307518994,23,51,"negative regulation of protein polymerization","BP"
"GO:0022409",3.38724678431517e-05,0.999983940023216,55,166,"positive regulation of cell-cell adhesion","BP"
"GO:0045637",3.48413769946268e-05,0.999983510732325,56,158,"regulation of myeloid cell differentiation","BP"
"GO:0051099",3.51134651243312e-05,0.999984934343915,44,127,"positive regulation of binding","BP"
"GO:0034987",3.58171816047895e-05,0.999996947307464,10,14,"immunoglobulin receptor binding","MF"
"GO:0048519",3.66526477108822e-05,0.999970103028816,790,3568,"negative regulation of biological process","BP"
"GO:0051693",3.79070012973653e-05,0.999992666579411,16,30,"actin filament capping","BP"
"GO:0043254",3.79781888596564e-05,0.999978450708738,91,316,"regulation of protein complex assembly","BP"
"GO:0097367",3.84001379906982e-05,0.999970440545512,420,1851,"carbohydrate derivative binding","MF"
"GO:1903708",3.88971462379758e-05,0.999982202228566,50,148,"positive regulation of hemopoiesis","BP"
"GO:0019899",3.92294149418615e-05,0.999970196118783,380,1634,"enzyme binding","MF"
"GO:0051246",3.93876797937297e-05,0.999969355999353,460,1990,"regulation of protein metabolic process","BP"
"GO:0043933",3.96223601836206e-05,0.999969130873833,469,1985,"macromolecular complex subunit organization","BP"
"GO:0002819",4.02454128516595e-05,0.999983285567715,41,114,"regulation of adaptive immune response","BP"
"GO:0030833",4.16315987979268e-05,0.999982425047074,42,119,"regulation of actin filament polymerization","BP"
"GO:0044699",4.30432024016606e-05,0.99996426691868,2008,9673,"single-organism process","BP"
"GO:0071822",4.32652591042404e-05,0.999967709324927,327,1335,"protein complex subunit organization","BP"
"GO:0008064",4.34455704670847e-05,0.999980561232076,47,138,"regulation of actin polymerization or depolymerization","BP"
"GO:0009967",4.82959818079679e-05,0.999965239214222,250,1018,"positive regulation of signal transduction","BP"
"GO:0042100",5.05779657143125e-05,0.999983560077336,27,65,"B cell proliferation","BP"
"GO:0030832",5.27240757520476e-05,0.999976169492351,47,139,"regulation of actin filament length","BP"
"GO:0044237",5.2784687429825e-05,0.999955578252895,1556,7311,"cellular metabolic process","BP"
"GO:1903405",5.33500322198958e-05,0.999998511782443,7,8,"protein localization to nuclear body","BP"
"GO:1904867",5.33500322198958e-05,0.999998511782443,7,8,"protein localization to Cajal body","BP"
"GO:1904869",5.33500322198958e-05,0.999998511782443,7,8,"regulation of protein localization to Cajal body","BP"
"GO:1904871",5.33500322198958e-05,0.999998511782443,7,8,"positive regulation of protein localization to Cajal body","BP"
"GO:1990173",5.33500322198958e-05,0.999998511782443,7,8,"protein localization to nucleoplasm","BP"
"GO:0051704",5.46618524396171e-05,0.999959333096879,309,1270,"multi-organism process","BP"
"GO:0002253",5.69986897110611e-05,0.999969510078499,72,238,"activation of immune response","BP"
"GO:0006909",5.71523953101123e-05,0.999974307175144,46,136,"phagocytosis","BP"
"GO:1901701",5.76126905949445e-05,0.999961933583449,154,593,"cellular response to oxygen-containing compound","BP"
"GO:0030041",5.87108232053343e-05,0.999973885255717,45,131,"actin filament polymerization","BP"
"GO:0002764",6.03834863843722e-05,0.999968562017064,66,215,"immune response-regulating signaling pathway","BP"
"GO:2000145",6.07763529252066e-05,0.999959837502903,153,591,"regulation of cell motility","BP"
"GO:0002429",6.20366651831217e-05,0.999973847161819,40,114,"immune response-activating cell surface receptor signaling pathway","BP"
"GO:0051258",6.28662536721221e-05,0.99996801589846,61,193,"protein polymerization","BP"
"GO:0023051",6.82896009523431e-05,0.999946037884224,487,2158,"regulation of signaling","BP"
"GO:0023052",6.97497250644363e-05,0.99994241278539,818,3787,"signaling","BP"
"04145",7.03202682434684e-05,0.999967968455792,47,134,"Phagosome","KEGG"
"GO:0030029",7.10676857941153e-05,0.999953777811292,139,532,"actin filament-based process","BP"
"GO:1902105",7.77831435515349e-05,0.999959620437625,64,204,"regulation of leukocyte differentiation","BP"
"GO:0042592",8.09972689900894e-05,0.999939546786733,296,1240,"homeostatic process","BP"
"GO:0019884",8.16293686593259e-05,0.999982407930299,17,31,"antigen processing and presentation of exogenous antigen","BP"
"GO:0044700",8.18847176885889e-05,0.999932257757485,816,3781,"single organism signaling","BP"
"GO:0019538",8.25234673102594e-05,0.999931468761761,876,3974,"protein metabolic process","BP"
"GO:0050853",8.51190075243186e-05,0.999976967455571,20,45,"B cell receptor signaling pathway","BP"
"GO:0002697",8.57565650483201e-05,0.999949323851724,94,321,"regulation of immune effector process","BP"
"GO:0043388",8.99542164987352e-05,0.999977044638787,19,40,"positive regulation of DNA binding","BP"
"GO:0009893",9.01852663457134e-05,0.999927155982921,586,2630,"positive regulation of metabolic process","BP"
"GO:0032403",9.10701867914955e-05,0.999934830774278,220,893,"protein complex binding","MF"
"GO:0009058",9.24615209135295e-05,0.999922730800129,953,4344,"biosynthetic process","BP"
"GO:0006928",9.34762309988748e-05,0.999929532755468,308,1312,"movement of cell or subcellular component","BP"
"GO:0071310",9.39344884664074e-05,0.999929084434728,311,1331,"cellular response to organic substance","BP"
"GO:0040012",9.9292244153642e-05,0.99993236241605,165,649,"regulation of locomotion","BP"
"GO:0010646",0.000100885766131387,0.999919595371199,494,2200,"regulation of cell communication","BP"
"GO:0002683",0.000107224822060604,0.999936294635411,94,315,"negative regulation of immune system process","BP"
"GO:0007154",0.000107363118731952,0.99991074356192,834,3877,"cell communication","BP"
"GO:0030036",0.000108116942072391,0.999930276154004,126,478,"actin cytoskeleton organization","BP"
"GO:0001819",0.000112857885631965,0.99993472255363,84,286,"positive regulation of cytokine production","BP"
"GO:0007167",0.000113019415707226,0.999923217331528,159,639,"enzyme linked receptor protein signaling pathway","BP"
"GO:0050830",0.000115442381463107,0.999963143163652,25,55,"defense response to Gram-positive bacterium","BP"
"GO:0008154",0.000115862961371829,0.999943968083187,50,154,"actin polymerization or depolymerization","BP"
"GO:1900151",0.000125008062802127,0.999988420654732,9,13,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP"
"GO:1900153",0.000125008062802127,0.999988420654732,9,13,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP"
"GO:0000166",0.000126841495944647,0.999899726656166,440,1966,"nucleotide binding","MF"
"GO:1901265",0.000126841495944647,0.999899726656166,440,1966,"nucleoside phosphate binding","MF"
"GO:0042273",0.000132914857905766,0.999963530004009,21,41,"ribosomal large subunit biogenesis","BP"
"GO:0032970",0.000135471229895737,0.999922618313726,78,271,"regulation of actin filament-based process","BP"
"GO:0007166",0.000137538477908905,0.999892417963343,393,1731,"cell surface receptor signaling pathway","BP"
"GO:0005102",0.000139275182285821,0.999897243223742,252,1035,"receptor binding","MF"
"GO:0030834",0.00013937474023139,0.999960719056507,20,45,"regulation of actin filament depolymerization","BP"
"GO:0010035",0.000146760100720743,0.99991448660828,83,288,"response to inorganic substance","BP"
"GO:0017076",0.000149517223732694,0.99988409375843,357,1579,"purine nucleotide binding","MF"
"GO:0046983",0.000151768608428825,0.999888757025132,239,964,"protein dimerization activity","MF"
"GO:0035639",0.000153306800784348,0.999881504044036,348,1537,"purine ribonucleoside triphosphate binding","MF"
"GO:0051716",0.000157355153414816,0.999867558332608,963,4507,"cellular response to stimulus","BP"
"GO:0048002",0.000160858018645124,0.999951593681438,22,48,"antigen processing and presentation of peptide antigen","BP"
"GO:2001242",0.000169342241267583,0.999921359174458,44,128,"regulation of intrinsic apoptotic signaling pathway","BP"
"GO:0034728",0.000176785782780305,0.999920218439916,44,108,"nucleosome organization","BP"
"GO:0030888",0.000178550262598933,0.999946265529462,21,49,"regulation of B cell proliferation","BP"
"04062",0.000178836428513535,0.99991456813015,46,141,"Chemokine signaling pathway","KEGG"
"GO:0032550",0.000178924010089493,0.999861244368332,349,1544,"purine ribonucleoside binding","MF"
"GO:0008652",0.000180369047964955,0.999936579688712,26,66,"cellular amino acid biosynthetic process","BP"
"GO:0032555",0.000180487937683071,0.999859782568281,354,1569,"purine ribonucleotide binding","MF"
"GO:0042102",0.000195326500622568,0.999927810044252,28,72,"positive regulation of T cell proliferation","BP"
"GO:0032549",0.000197586325306364,0.999846516460323,349,1546,"ribonucleoside binding","MF"
"01100",0.000198212339552169,0.999854165908288,237,935,"Metabolic pathways","KEGG"
"GO:1904851",0.000199744028929575,0.999988908932033,7,9,"positive regulation of establishment of protein localization to telomere","BP"
"GO:0008037",0.000200117835391678,0.99991789466942,33,93,"cell recognition","BP"
"GO:0030155",0.000202180273142282,0.999865448032627,134,515,"regulation of cell adhesion","BP"
"GO:0030217",0.000203663651481499,0.999890801651663,61,202,"T cell differentiation","BP"
"GO:0032553",0.000209817373649752,0.999836427719025,356,1582,"ribonucleotide binding","MF"
"GO:0097435",0.000210742668366574,0.999972894930413,10,16,"fibril organization","BP"
"GO:0001883",0.000212264306852848,0.999834916920793,349,1547,"purine nucleoside binding","MF"
"GO:0032496",0.000214642491866627,0.999885491194102,60,193,"response to lipopolysaccharide","BP"
"GO:0007169",0.00021902090364618,0.999860881539549,107,410,"transmembrane receptor protein tyrosine kinase signaling pathway","BP"
"GO:1901607",0.000219558987553255,0.999923578878987,25,63,"alpha-amino acid biosynthetic process","BP"
"GO:0043168",0.000223616420934366,0.999819862375588,485,2195,"anion binding","MF"
"GO:0006796",0.000226387879285903,0.999816792224949,512,2287,"phosphate-containing compound metabolic process","BP"
"GO:0050832",0.000229736109481457,0.999972173384956,10,15,"defense response to fungus","BP"
"GO:0009988",0.000233644864761551,0.999940114553576,17,36,"cell-cell recognition","BP"
"GO:1990441",0.000235268696680184,1,5,5,"negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","BP"
"GO:0001882",0.000241172700199348,0.999811905527317,350,1554,"nucleoside binding","MF"
"GO:0050851",0.000241600493806415,0.99989632673343,35,102,"antigen receptor-mediated signaling pathway","BP"
"GO:0042026",0.000243163177177545,0.999968100496428,10,16,"protein refolding","BP"
"GO:0044281",0.000243764491724454,0.999811869893129,324,1362,"small molecule metabolic process","BP"
"GO:0009303",0.00025309123193716,0.999956343823213,12,21,"rRNA transcription","BP"
"03050",0.000259875450858416,0.999922987623785,21,43,"Proteasome","KEGG"
"GO:0051082",0.000259890223034524,0.999911520167778,24,58,"unfolded protein binding","MF"
"GO:0030838",0.000261821577660852,0.999900379132539,28,75,"positive regulation of actin filament polymerization","BP"
"GO:0031333",0.000268277876004308,0.999886098994507,34,97,"negative regulation of protein complex assembly","BP"
"GO:0019222",0.000269820410925742,0.999770916299503,1018,4761,"regulation of metabolic process","BP"
"GO:0036094",0.000273182359513067,0.999779262984895,485,2192,"small molecule binding","MF"
"GO:0042398",0.000274050684120603,0.999920837833374,19,43,"cellular modified amino acid biosynthetic process","BP"
"05145",0.000274162652060177,0.999876688003259,38,113,"Toxoplasmosis","KEGG"
"GO:0006413",0.000274373941625982,0.999884007056688,34,94,"translational initiation","BP"
"GO:0006954",0.000280109132569484,0.99981757204118,117,429,"inflammatory response","BP"
"GO:0006457",0.000281187786096046,0.99986213799197,47,139,"protein folding","BP"
"GO:0045582",0.000287099496429048,0.999897302788892,25,65,"positive regulation of T cell differentiation","BP"
"GO:0009620",0.000295004805643258,0.999942083826743,13,24,"response to fungus","BP"
"GO:0002821",0.000296696382287579,0.999884264056187,29,77,"positive regulation of adaptive immune response","BP"
"GO:0044707",0.000298230926891682,0.999747500247345,931,4364,"single-multicellular organism process","BP"
"GO:1901576",0.000305934138188482,0.999740922552684,933,4284,"organic substance biosynthetic process","BP"
"GO:0030334",0.000307218148994679,0.999790014020386,143,565,"regulation of cell migration","BP"
"GO:0003779",0.000313635442715517,0.999807094179587,90,330,"actin binding","MF"
"GO:0097190",0.000316082969693551,0.999787744861687,132,498,"apoptotic signaling pathway","BP"
"GO:0051240",0.000316742026331888,0.999758715785698,278,1191,"positive regulation of multicellular organismal process","BP"
"GO:0045621",0.000319230135884079,0.999876522024877,28,76,"positive regulation of lymphocyte differentiation","BP"
"GO:0030554",0.000325537909010034,0.999749768219371,295,1303,"adenyl nucleotide binding","MF"
"GO:0019901",0.000327032722848232,0.999778420222264,135,538,"protein kinase binding","MF"
"GO:0031623",0.000327092984341914,0.999881444643866,25,66,"receptor internalization","BP"
"GO:0048523",0.000335671132100701,0.99971930002248,731,3340,"negative regulation of cellular process","BP"
"GO:0001047",0.000339601875789713,0.999828616927943,48,155,"core promoter binding","MF"
"GO:0006793",0.000340282105542006,0.999722629260403,517,2321,"phosphorus metabolic process","BP"
"GO:0032273",0.000340537246887865,0.999855055379085,33,95,"positive regulation of protein polymerization","BP"
"GO:0045595",0.000341876768907027,0.99973655305787,301,1296,"regulation of cell differentiation","BP"
"GO:0042060",0.000345469640688428,0.999795645625593,77,274,"wound healing","BP"
"GO:0065004",0.000347079597342903,0.999825133479095,51,138,"protein-DNA complex assembly","BP"
"GO:0031442",0.000350531711589846,0.999948873047772,10,17,"positive regulation of mRNA 3'-end processing","BP"
