"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0051239",3.01552981940542e-12,1,334,1900,"regulation of multicellular organismal process","BP"
"GO:0009611",3.11474989822189e-12,1,115,489,"response to wounding","BP"
"GO:0006935",4.20173102784037e-12,1,90,349,"chemotaxis","BP"
"GO:0051240",4.9103612316002e-12,1,214,1099,"positive regulation of multicellular organismal process","BP"
"GO:0051094",5.0077183424196e-12,1,186,918,"positive regulation of developmental process","BP"
"GO:0005509",5.25094677443466e-12,1,90,351,"calcium ion binding","MF"
"GO:0040012",5.47876364907886e-12,1,139,632,"regulation of locomotion","BP"
"GO:0042330",5.86525575724152e-12,1,90,351,"taxis","BP"
"GO:0048870",6.33130513332035e-12,1,191,956,"cell motility","BP"
"GO:0051674",6.33130513332035e-12,1,191,956,"localization of cell","BP"
"00830",6.81881061908525e-12,1,32,69,"Retinol metabolism","KEGG"
"GO:0072358",6.85621303742589e-12,1,161,763,"cardiovascular system development","BP"
"GO:0072359",6.85621303742589e-12,1,161,763,"circulatory system development","BP"
"GO:0044711",6.96983117377269e-12,1,209,1086,"single-organism biosynthetic process","BP"
"GO:0042060",7.42479967825069e-12,1,75,269,"wound healing","BP"
"GO:0050878",1.35524623760752e-11,1,68,236,"regulation of body fluid levels","BP"
"GO:0009888",1.51677662997448e-11,1,229,1205,"tissue development","BP"
"GO:1901681",2.31544988963296e-11,1,55,176,"sulfur compound binding","MF"
"GO:0019373",4.28184245854814e-11,1,18,26,"epoxygenase P450 pathway","BP"
"00591",4.33727425730735e-11,1,19,29,"Linoleic acid metabolism","KEGG"
"GO:0008201",5.47058367188419e-11,1,38,100,"heparin binding","MF"
"GO:0070887",7.49074047982343e-11,1,283,1601,"cellular response to chemical stimulus","BP"
"GO:0044710",8.38318202458838e-11,1,568,3683,"single-organism metabolic process","BP"
"GO:0009605",9.05526948241668e-11,1,246,1360,"response to external stimulus","BP"
"GO:0044763",1.00534026691396e-10,1,1129,8084,"single-organism cellular process","BP"
"GO:0010033",1.10165955794399e-10,1,297,1700,"response to organic substance","BP"
"GO:0008202",1.11793698079401e-10,1,62,217,"steroid metabolic process","BP"
"GO:0044707",1.15707737191046e-10,1,598,3879,"single-multicellular organism process","BP"
"GO:0048646",1.1652125895516e-10,1,175,879,"anatomical structure formation involved in morphogenesis","BP"
"GO:0032501",1.52074355797674e-10,1,627,4106,"multicellular organismal process","BP"
"GO:0050793",1.55234427118653e-10,1,292,1667,"regulation of developmental process","BP"
"GO:0001676",1.85553426674298e-10,0.999999999969971,32,76,"long-chain fatty acid metabolic process","BP"
"GO:2000026",2.14967859667131e-10,1,234,1276,"regulation of multicellular organismal development","BP"
"GO:0020037",2.23783493473041e-10,0.999999999959119,36,95,"heme binding","MF"
"GO:1901564",2.41252923697229e-10,1,257,1481,"organonitrogen compound metabolic process","BP"
"GO:0032879",2.85625791711038e-10,1,310,1808,"regulation of localization","BP"
"GO:0004872",2.89522223990271e-10,1,133,624,"receptor activity","MF"
"GO:0060089",2.89522223990271e-10,1,133,624,"molecular transducer activity","MF"
"GO:0015711",2.96551161196853e-10,1,68,251,"organic anion transport","BP"
"GO:0009653",3.05118103525082e-10,1,318,1850,"anatomical structure morphogenesis","BP"
"GO:0016705",3.33342961326699e-10,0.999999999920646,52,169,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"GO:0046906",4.00765084648499e-10,0.999999999923395,37,101,"tetrapyrrole binding","MF"
"GO:0045597",4.99587028599939e-10,1,141,682,"positive regulation of cell differentiation","BP"
"GO:0004888",6.51486355761832e-10,1,98,422,"transmembrane signaling receptor activity","MF"
"GO:0004866",7.14631042525281e-10,0.999999999831085,38,109,"endopeptidase inhibitor activity","MF"
"GO:0048731",7.36382029931379e-10,1,456,2860,"system development","BP"
"GO:0099600",9.06035538624662e-10,1,100,436,"transmembrane receptor activity","MF"
"GO:0048856",9.74440051492483e-10,1,532,3430,"anatomical structure development","BP"
"GO:0007167",1.11832119291942e-09,1,129,611,"enzyme linked receptor protein signaling pathway","BP"
"GO:0006928",1.17140620371406e-09,1,218,1195,"movement of cell or subcellular component","BP"
"GO:0006820",1.27623373804968e-09,1,83,343,"anion transport","BP"
"GO:1901615",1.2952807589766e-09,1,83,345,"organic hydroxy compound metabolic process","BP"
"GO:0048513",1.68959455860945e-09,1,344,2071,"animal organ development","BP"
"GO:0010562",1.6982292354123e-09,1,151,761,"positive regulation of phosphorus metabolic process","BP"
"GO:0045937",1.6982292354123e-09,1,151,761,"positive regulation of phosphate metabolic process","BP"
"GO:0045765",2.16264531041208e-09,0.99999999930195,52,178,"regulation of angiogenesis","BP"
"GO:0030414",2.17544322030359e-09,0.99999999944103,38,113,"peptidase inhibitor activity","MF"
"GO:0022603",2.54412918373296e-09,1,148,742,"regulation of anatomical structure morphogenesis","BP"
"GO:0005201",2.57305511915588e-09,0.999999999839165,15,22,"extracellular matrix structural constituent","MF"
"GO:0030155",2.6266878475764e-09,1,107,491,"regulation of cell adhesion","BP"
"GO:0007275",2.68644897657204e-09,1,502,3228,"multicellular organism development","BP"
"GO:0061135",2.96077318055038e-09,0.999999999228664,38,114,"endopeptidase regulator activity","MF"
"GO:0030335",4.3915571841636e-09,1,80,337,"positive regulation of cell migration","BP"
"GO:0019838",5.05296899616887e-09,0.999999998658043,38,113,"growth factor binding","MF"
"GO:2000147",6.50233086941415e-09,1,81,346,"positive regulation of cell motility","BP"
"GO:0032502",7.06701780991356e-09,1,581,3846,"developmental process","BP"
"GO:0031589",7.08164555782075e-09,1,62,236,"cell-substrate adhesion","BP"
"GO:0007166",7.51655067921949e-09,1,274,1602,"cell surface receptor signaling pathway","BP"
"GO:0051272",7.6778206290909e-09,1,82,353,"positive regulation of cellular component movement","BP"
"GO:0006690",7.7970151044021e-09,0.999999998292533,30,79,"icosanoid metabolic process","BP"
"GO:1901568",7.7970151044021e-09,0.999999998292533,30,79,"fatty acid derivative metabolic process","BP"
"GO:0065008",8.29938874680739e-09,1,370,2295,"regulation of biological quality","BP"
"GO:0009719",8.98696330478983e-09,1,172,911,"response to endogenous stimulus","BP"
"GO:0044767",9.55223980885825e-09,1,576,3816,"single-organism developmental process","BP"
"GO:0004867",9.99960104256196e-09,0.999999998003665,27,68,"serine-type endopeptidase inhibitor activity","MF"
"GO:0038023",1.00874427727652e-08,1,106,493,"signaling receptor activity","MF"
"GO:1901342",1.1184052034118e-08,0.999999996002716,54,196,"regulation of vasculature development","BP"
"GO:0051241",1.17343505950901e-08,1,149,771,"negative regulation of multicellular organismal process","BP"
"GO:0010466",1.20586417370016e-08,0.999999996172669,45,152,"negative regulation of peptidase activity","BP"
"GO:0007599",1.23499627078557e-08,0.999999996025071,46,155,"hemostasis","BP"
"GO:0030199",1.2799717677843e-08,0.999999998684933,17,30,"collagen fibril organization","BP"
"GO:0040017",1.28605717488929e-08,1,82,357,"positive regulation of locomotion","BP"
"GO:0033559",1.43374923652555e-08,0.999999996625976,31,85,"unsaturated fatty acid metabolic process","BP"
"GO:0016712",1.46581964421795e-08,0.999999998478796,17,30,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","MF"
"GO:0005518",1.53351234890258e-08,0.999999997562003,22,48,"collagen binding","MF"
"GO:0043168",1.58960696698686e-08,1,347,2125,"anion binding","MF"
"GO:0015718",1.62880224997583e-08,0.999999995911418,33,94,"monocarboxylic acid transport","BP"
"GO:0008610",1.74934925461047e-08,1,93,426,"lipid biosynthetic process","BP"
"GO:0061134",1.75363743558799e-08,0.999999994600945,42,141,"peptidase regulator activity","MF"
"GO:0042327",1.93164573641019e-08,1,135,685,"positive regulation of phosphorylation","BP"
"GO:0019369",1.93953163811122e-08,0.999999996872189,22,48,"arachidonic acid metabolic process","BP"
"GO:0030154",2.02793462354831e-08,1,400,2525,"cell differentiation","BP"
"GO:0045595",2.12344255014092e-08,1,208,1167,"regulation of cell differentiation","BP"
"GO:0007596",2.38459038661838e-08,0.999999992201911,45,153,"blood coagulation","BP"
"GO:0071310",2.65861136367006e-08,1,224,1280,"cellular response to organic substance","BP"
"GO:0001934",2.8326557041211e-08,1,129,651,"positive regulation of protein phosphorylation","BP"
"GO:0050920",3.01186335345467e-08,0.999999990509834,42,140,"regulation of chemotaxis","BP"
"00590",3.08652175070831e-08,0.999999993905892,25,62,"Arachidonic acid metabolism","KEGG"
"GO:0016053",3.11653646180302e-08,1,57,221,"organic acid biosynthetic process","BP"
"GO:0046394",3.11653646180302e-08,1,57,221,"carboxylic acid biosynthetic process","BP"
"GO:0050795",3.60931508553048e-08,0.999999987284539,49,176,"regulation of behavior","BP"
"GO:0050817",3.71130929870807e-08,0.999999987637474,45,155,"coagulation","BP"
"GO:0003008",4.01039351712574e-08,1,155,823,"system process","BP"
"GO:0006954",4.65455498915703e-08,1,90,420,"inflammatory response","BP"
"GO:0051346",6.75996183733079e-08,1,64,267,"negative regulation of hydrolase activity","BP"
"GO:0050649",7.26577379402163e-08,1,8,8,"testosterone 6-beta-hydroxylase activity","MF"
"GO:0060326",8.0996193206094e-08,0.999999971208354,47,173,"cell chemotaxis","BP"
"GO:0015849",8.77932647671993e-08,0.999999967997743,49,179,"organic acid transport","BP"
"00010",9.66680696955152e-08,0.999999982197779,22,52,"Glycolysis / Gluconeogenesis","KEGG"
"GO:0006639",1.00368774584382e-07,0.999999972792995,32,97,"acylglycerol metabolic process","BP"
"GO:0071363",1.33643907144278e-07,1,83,377,"cellular response to growth factor stimulus","BP"
"GO:0046942",1.39632310746026e-07,0.99999994875378,48,176,"carboxylic acid transport","BP"
"GO:0008391",1.39642569302477e-07,0.999999978111009,19,41,"arachidonic acid monooxygenase activity","MF"
"GO:0006066",1.43394785265141e-07,1,59,242,"alcohol metabolic process","BP"
"GO:0042802",1.46177605058388e-07,1,183,1036,"identical protein binding","MF"
"GO:0007154",1.51185003105458e-07,1,529,3527,"cell communication","BP"
"GO:0006638",1.70351170969783e-07,0.999999952412333,32,99,"neutral lipid metabolic process","BP"
"GO:0006732",1.74659592662663e-07,1,61,255,"coenzyme metabolic process","BP"
"GO:0006641",1.93307188220944e-07,0.999999950030588,29,85,"triglyceride metabolic process","BP"
"GO:0006790",1.94986122128875e-07,1,56,228,"sulfur compound metabolic process","BP"
"04510",2.00260835676594e-07,0.999999926369521,47,172,"Focal adhesion","KEGG"
"GO:0070848",2.05510353612839e-07,1,84,387,"response to growth factor","BP"
"GO:0006793",2.06585154520218e-07,1,350,2220,"phosphorus metabolic process","BP"
"GO:0023051",2.26861374931984e-07,1,327,2047,"regulation of signaling","BP"
"GO:0044282",2.34027751085327e-07,1,55,221,"small molecule catabolic process","BP"
"GO:0023052",2.43334358086897e-07,1,516,3442,"signaling","BP"
"GO:0044700",2.65798779518988e-07,1,515,3437,"single organism signaling","BP"
"GO:0070330",2.94721259593029e-07,0.999999965545492,15,28,"aromatase activity","MF"
"GO:1901606",2.9490627778654e-07,0.99999993766262,23,59,"alpha-amino acid catabolic process","BP"
"GO:0001503",2.9699763496192e-07,1,63,268,"ossification","BP"
"GO:0008392",3.18890532243688e-07,0.99999994982824,18,39,"arachidonic acid epoxygenase activity","MF"
"GO:0043177",3.24613414911552e-07,0.999999881021274,45,167,"organic acid binding","MF"
"GO:0045834",3.62156291491915e-07,0.999999887119702,35,116,"positive regulation of lipid metabolic process","BP"
"GO:0048407",3.74519061858151e-07,0.999999989293427,9,11,"platelet-derived growth factor binding","MF"
"GO:0051186",3.7617536120445e-07,1,68,303,"cofactor metabolic process","BP"
"GO:0048584",3.79752189814314e-07,1,228,1360,"positive regulation of response to stimulus","BP"
"GO:0019220",4.00433696196953e-07,1,208,1218,"regulation of phosphate metabolic process","BP"
"GO:0050900",4.0541997803819e-07,0.999999840350675,50,198,"leukocyte migration","BP"
"GO:0001932",4.39547712032146e-07,1,174,984,"regulation of protein phosphorylation","BP"
"GO:0010876",4.59224997975916e-07,1,58,245,"lipid localization","BP"
"04610",4.61819896571973e-07,0.999999885759803,26,74,"Complement and coagulation cascades","KEGG"
"GO:0006952",4.77821207515824e-07,1,162,920,"defense response","BP"
"GO:0023056",4.81164480859565e-07,1,189,1092,"positive regulation of signaling","BP"
"GO:0048037",5.84620456485629e-07,0.999999822155146,57,236,"cofactor binding","MF"
"GO:1903034",6.55792146253317e-07,1,67,302,"regulation of response to wounding","BP"
"GO:0031406",6.66289847093596e-07,0.999999751368907,44,165,"carboxylic acid binding","MF"
"00140",7.17547146099578e-07,0.999999868768054,19,45,"Steroid hormone biosynthesis","KEGG"
"GO:0030595",8.04145392762834e-07,0.999999732301502,36,128,"leukocyte chemotaxis","BP"
"GO:0010647",8.43944280696758e-07,0.999999664493566,192,1113,"positive regulation of cell communication","BP"
"GO:0061041",8.60197790319668e-07,0.999999737224319,32,104,"regulation of wound healing","BP"
"GO:0051174",8.97811409385587e-07,0.999999639320441,208,1223,"regulation of phosphorus metabolic process","BP"
"GO:0098609",8.98873552162538e-07,0.999999669113867,116,603,"cell-cell adhesion","BP"
"GO:0043167",9.02397237678894e-07,0.999999479065136,614,4196,"ion binding","MF"
"GO:0010631",9.32695470131479e-07,0.999999637689102,46,177,"epithelial cell migration","BP"
"GO:0010817",9.57675302534122e-07,0.999999688163472,68,304,"regulation of hormone levels","BP"
"GO:0015909",9.77354092011608e-07,0.999999865678341,15,31,"long-chain fatty acid transport","BP"
"GO:0010646",9.88620892452645e-07,0.999999583933845,330,2089,"regulation of cell communication","BP"
"GO:0048518",1.09286305836196e-06,0.999999369690268,582,3972,"positive regulation of biological process","BP"
"GO:0090132",1.11120329809061e-06,0.99999956502074,46,178,"epithelium migration","BP"
"GO:0007610",1.12026033064853e-06,0.999999598795069,99,496,"behavior","BP"
"GO:0090130",1.29632296550206e-06,0.999999489069477,46,179,"tissue migration","BP"
"GO:0010810",1.36902447015478e-06,0.999999517278174,38,136,"regulation of cell-substrate adhesion","BP"
"GO:0009887",1.6093015531617e-06,0.999999219169935,120,626,"organ morphogenesis","BP"
"04060",1.62316345451276e-06,0.999999394006828,41,155,"Cytokine-cytokine receptor interaction","KEGG"
"GO:0007165",1.63831729405354e-06,0.999998952517848,483,3219,"signal transduction","BP"
"GO:0042325",1.69435349105282e-06,0.999999114680913,185,1070,"regulation of phosphorylation","BP"
"GO:0004930",1.70436230071332e-06,0.999999337356086,44,168,"G-protein coupled receptor activity","MF"
"GO:0045766",1.72345799777733e-06,0.999999463592128,31,103,"positive regulation of angiogenesis","BP"
"GO:0010811",1.81094498327415e-06,0.999999493052194,27,83,"positive regulation of cell-substrate adhesion","BP"
"GO:0007186",1.82446589195937e-06,0.999999378716997,76,359,"G-protein coupled receptor signaling pathway","BP"
"GO:0097367",1.8632303607627e-06,0.999998858596908,287,1772,"carbohydrate derivative binding","MF"
"GO:0009063",1.90468813654943e-06,0.999999517253564,24,69,"cellular amino acid catabolic process","BP"
"00983",2.02178440042808e-06,0.999999547406023,21,56,"Drug metabolism - other enzymes","KEGG"
"GO:0044712",2.19419032373465e-06,0.999998906370436,134,735,"single-organism catabolic process","BP"
"GO:0048869",2.2580820761527e-06,0.999998566672001,417,2738,"cellular developmental process","BP"
"GO:0032101",2.36605618138823e-06,0.999998845040399,119,638,"regulation of response to external stimulus","BP"
"GO:0005506",2.4080460181292e-06,0.999999168950609,35,125,"iron ion binding","MF"
"GO:0009967",2.41847487571106e-06,0.999998743191618,172,989,"positive regulation of signal transduction","BP"
"GO:0044259",2.43967645128847e-06,0.99999941895764,22,61,"multicellular organismal macromolecule metabolic process","BP"
"GO:0010632",2.48684709664506e-06,0.999999109759139,37,135,"regulation of epithelial cell migration","BP"
"GO:0030193",2.5649594592682e-06,0.999999310497225,25,75,"regulation of blood coagulation","BP"
"GO:1900046",2.5649594592682e-06,0.999999310497225,25,75,"regulation of hemostasis","BP"
"GO:0048519",2.68227088379228e-06,0.99999817276062,498,3357,"negative regulation of biological process","BP"
"GO:1902652",2.72674173578355e-06,0.999999148253607,30,100,"secondary alcohol metabolic process","BP"
"GO:0016054",2.7845010245712e-06,0.999998934600992,41,156,"organic acid catabolic process","BP"
"GO:0046395",2.7845010245712e-06,0.999998934600992,41,156,"carboxylic acid catabolic process","BP"
"GO:0004871",3.0217961752163e-06,0.999998496696963,129,695,"signal transducer activity","MF"
"GO:0051716",3.32609735130632e-06,0.999997623428866,612,4220,"cellular response to stimulus","BP"
"GO:0045861",3.66509889148399e-06,0.999998420193244,55,240,"negative regulation of proteolysis","BP"
"GO:0018149",3.77750475418776e-06,0.999999710675439,10,16,"peptide cross-linking","BP"
"GO:0031214",3.90386951707995e-06,0.999998883964376,26,81,"biomineral tissue development","BP"
"GO:0051336",3.93853268130074e-06,0.999997818191387,133,737,"regulation of hydrolase activity","BP"
"GO:0098602",4.33334195492023e-06,0.999997678788195,112,594,"single organism cell adhesion","BP"
"GO:0048522",4.4207632457244e-06,0.999996790773415,521,3537,"positive regulation of cellular process","BP"
"GO:1901605",4.65797415682863e-06,0.999998055769258,46,187,"alpha-amino acid metabolic process","BP"
"GO:0008284",4.69158015134762e-06,0.999997472911879,114,609,"positive regulation of cell proliferation","BP"
"GO:0060429",4.7258135707683e-06,0.999997367379473,135,739,"epithelium development","BP"
"GO:0008283",4.85852854568754e-06,0.99999691381015,225,1368,"cell proliferation","BP"
"GO:0006694",5.0555836227786e-06,0.999998285165316,32,113,"steroid biosynthetic process","BP"
"GO:0002685",5.20606363435683e-06,0.999998191314027,33,120,"regulation of leukocyte migration","BP"
"GO:0046460",5.26377984965762e-06,0.999999125120056,15,34,"neutral lipid biosynthetic process","BP"
"GO:0046463",5.26377984965762e-06,0.999999125120056,15,34,"acylglycerol biosynthetic process","BP"
"GO:0008203",5.30474060440264e-06,0.999998314324259,29,98,"cholesterol metabolic process","BP"
"GO:0048523",5.60623964597507e-06,0.999995949758516,469,3155,"negative regulation of cellular process","BP"
"GO:0050818",5.74710293102581e-06,0.999998363160902,25,78,"regulation of coagulation","BP"
"GO:1901700",5.75996044234404e-06,0.999996548634636,152,865,"response to oxygen-containing compound","BP"
"GO:0045785",5.88824030491863e-06,0.99999730438436,62,282,"positive regulation of cell adhesion","BP"
"GO:0042127",6.04969808289352e-06,0.999996131642328,189,1119,"regulation of cell proliferation","BP"
"GO:0015908",6.17666469076449e-06,0.999998622381725,19,51,"fatty acid transport","BP"
"GO:0016125",6.2695451460782e-06,0.999997937318057,30,104,"sterol metabolic process","BP"
"GO:1904018",6.40535725404807e-06,0.999997797106662,32,114,"positive regulation of vasculature development","BP"
"GO:0016769",6.43388427326424e-06,0.999999222303636,12,23,"transferase activity, transferring nitrogenous groups","MF"
"GO:1901617",6.53716553792544e-06,0.99999746131499,39,151,"organic hydroxy compound biosynthetic process","BP"
"GO:0006811",6.6415405035708e-06,0.999995987033379,157,902,"ion transport","BP"
"00620",6.97272341559057e-06,0.999998697454376,16,39,"Pyruvate metabolism","KEGG"
"GO:0032963",7.07228740678168e-06,0.999998241694822,21,60,"collagen metabolic process","BP"
"00500",7.33872107250012e-06,0.999998534830484,17,42,"Starch and sucrose metabolism","KEGG"
"GO:0007267",7.69458614094712e-06,0.999995748089247,101,526,"cell-cell signaling","BP"
"GO:0006575",7.85724180519599e-06,0.99999691522243,39,154,"cellular modified amino acid metabolic process","BP"
"GO:0051093",8.01087589021992e-06,0.999995423498918,116,624,"negative regulation of developmental process","BP"
"GO:0005319",8.01380690854025e-06,0.999997658352348,25,80,"lipid transporter activity","MF"
"GO:0005996",8.13476953080757e-06,0.999996404905483,51,219,"monosaccharide metabolic process","BP"
"GO:0040007",8.62469190095695e-06,0.99999489339064,137,764,"growth","BP"
"GO:0016597",8.98596469068814e-06,0.999997278953617,26,84,"amino acid binding","MF"
"GO:0048732",8.9908186792527e-06,0.999995668173057,63,289,"gland development","BP"
"04974",9.2258463965831e-06,0.999997990350903,18,47,"Protein digestion and absorption","KEGG"
"GO:0016614",9.33757813940423e-06,0.999996586687894,34,127,"oxidoreductase activity, acting on CH-OH group of donors","MF"
"GO:0006796",1.01253737485124e-05,0.999992747365903,336,2181,"phosphate-containing compound metabolic process","BP"
"GO:0050921",1.03181520479011e-05,0.999996740628278,27,92,"positive regulation of chemotaxis","BP"
"GO:0048520",1.04672041745875e-05,0.999996521116717,29,102,"positive regulation of behavior","BP"
"GO:1901565",1.08665502102465e-05,0.999995283558784,46,193,"organonitrogen compound catabolic process","BP"
"GO:0072524",1.09789781908071e-05,0.999996024833257,33,122,"pyridine-containing compound metabolic process","BP"
"03010",1.11563668599315e-05,0.999996864761062,22,85,"Ribosome","KEGG"
"GO:0061045",1.14011024288258e-05,0.999997459184608,18,48,"negative regulation of wound healing","BP"
"GO:0006869",1.16317650620724e-05,0.999994868157981,49,212,"lipid transport","BP"
"GO:0052547",1.16592814196706e-05,0.999994488825593,58,269,"regulation of peptidase activity","BP"
"GO:0072330",1.20727934713718e-05,0.999995159070985,39,155,"monocarboxylic acid biosynthetic process","BP"
"GO:0002687",1.28565764816417e-05,0.999995980694398,26,89,"positive regulation of leukocyte migration","BP"
"05146",1.28862844097554e-05,0.999996001447939,26,85,"Amoebiasis","KEGG"
"03320",1.340976780867e-05,0.999996324291968,22,68,"PPAR signaling pathway","KEGG"
"GO:0043542",1.39499306763408e-05,0.999994878959636,33,123,"endothelial cell migration","BP"
"GO:0030278",1.40296166769752e-05,0.999994499598564,37,143,"regulation of ossification","BP"
"GO:0007178",1.44547275616121e-05,0.999993413184732,52,227,"transmembrane receptor protein serine/threonine kinase signaling pathway","BP"
"GO:0008483",1.54021595593292e-05,0.99999816333877,11,21,"transaminase activity","MF"
"GO:0050839",1.55645830687308e-05,0.999993866165704,37,143,"cell adhesion molecule binding","MF"
"GO:0048029",1.57579054264112e-05,0.999995631690656,22,68,"monosaccharide binding","MF"
"GO:0001667",1.61564573902446e-05,0.999992284711007,56,253,"ameboidal-type cell migration","BP"
"00910",1.73088830175638e-05,0.999998222773478,10,18,"Nitrogen metabolism","KEGG"
"GO:0045923",1.7439703286998e-05,0.999996935711669,14,33,"positive regulation of fatty acid metabolic process","BP"
"GO:0050661",1.78564414643992e-05,0.999996579417771,15,37,"NADP binding","MF"
"GO:0052689",1.79848657995541e-05,0.999993293540155,33,125,"carboxylic ester hydrolase activity","MF"
"GO:0009966",1.9319767031984e-05,0.999986153557594,288,1837,"regulation of signal transduction","BP"
"GO:0044236",1.94842211679719e-05,0.999994313402702,23,73,"multicellular organism metabolic process","BP"
"GO:0097006",2.06990185726338e-05,0.999995083443604,18,51,"regulation of plasma lipoprotein particle levels","BP"
"GO:0016049",2.09985481834014e-05,0.999988701017743,77,385,"cell growth","BP"
"GO:0042803",2.11427032323286e-05,0.999987316769093,111,609,"protein homodimerization activity","MF"
"GO:0060284",2.13771277013082e-05,0.999986809168759,126,701,"regulation of cell development","BP"
"GO:0019199",2.30711172471348e-05,0.999993686155649,21,63,"transmembrane receptor protein kinase activity","MF"
"00330",2.32886715608342e-05,0.99999473912507,17,46,"Arginine and proline metabolism","KEGG"
"GO:2000181",2.32973245265363e-05,0.999993342295148,22,69,"negative regulation of blood vessel morphogenesis","BP"
"GO:0050431",2.3611252636869e-05,0.999997954996968,9,15,"transforming growth factor beta binding","MF"
"GO:0048468",2.40445327184412e-05,0.999983175359941,233,1443,"cell development","BP"
"GO:0048771",2.55531543418996e-05,0.999990288332628,33,125,"tissue remodeling","BP"
"GO:0018108",2.57586095307911e-05,0.999987830898098,52,232,"peptidyl-tyrosine phosphorylation","BP"
"GO:0046889",2.57917238136093e-05,0.999992838083988,21,65,"positive regulation of lipid biosynthetic process","BP"
"04080",2.80623568846776e-05,0.999990544009368,27,94,"Neuroactive ligand-receptor interaction","KEGG"
"GO:0008514",2.82564571962492e-05,0.999989600348029,31,114,"organic anion transmembrane transporter activity","MF"
"GO:0030282",2.93594983857464e-05,0.999991769366313,21,65,"bone mineralization","BP"
"GO:0030246",2.94202490298429e-05,0.999986753365584,45,194,"carbohydrate binding","MF"
"GO:0001649",2.9941456577576e-05,0.999987581138497,38,154,"osteoblast differentiation","BP"
"GO:0072593",3.00463545263567e-05,0.999986434297594,45,198,"reactive oxygen species metabolic process","BP"
"GO:0046496",3.12192894974475e-05,0.999988405871146,31,117,"nicotinamide nucleotide metabolic process","BP"
"GO:0010594",3.1461199559078e-05,0.999989557857851,26,91,"regulation of endothelial cell migration","BP"
"GO:0018212",3.31765155954037e-05,0.999984071389006,52,234,"peptidyl-tyrosine modification","BP"
"GO:0019637",3.43088837785673e-05,0.999978469405086,124,712,"organophosphate metabolic process","BP"
"GO:0001501",3.59195743031136e-05,0.999981104809611,66,320,"skeletal system development","BP"
"GO:0016525",3.65855745537446e-05,0.999989544374542,21,66,"negative regulation of angiogenesis","BP"
"GO:0019362",3.72211410760412e-05,0.999986022321261,31,118,"pyridine nucleotide metabolic process","BP"
